mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	0	0	4/4	2	1		V(6)	ii6/ii	d	VII		V(6)		V			6				M	1	0	1, 5, 4		1	1
11	11	1/4	1/4	4/4	2	1		V7(4)/ii		d	VII		V7(4)/ii		V		7	4	ii			Mm7	1	0	3, 2, 4, 1		3	3
11	11	3/8	3/8	4/4	2	1		V7/ii		d	VII		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
11	11	1/2	1/2	4/4	2	1		i/ii|PAC}		d	VII		i/ii		i				ii	PAC	}	m	1	0	2, -1, 3		2	2
11	11	7/8	7/8	4/4	2	1		vi{		d	VII		vi		vi						{	m	1	0	3, 0, 4		3	3
11	11	15/16	15/16	4/4	2	1		V		d	VII		V		V							M	1	0	1, 5, 2		1	1
12	12	0	0	4/4	2	1		I		d	VII		I		I							M	1	0	0, 4, 1		0	0
12	12	1/8	1/8	4/4	2	1		V		d	VII		V		V							M	1	0	1, 5, 2		1	1
12	12	1/4	1/4	4/4	2	1		I		d	VII		I		I							M	1	0	0, 4, 1		0	0
12	12	3/8	3/8	4/4	2	1		vi65	I(13)	d	VII		vi65		vi		65					mm7	1	0	0, 4, 1, 3		3	0
12	12	1/2	1/2	4/4	2	1		V7(4)		d	VII		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
12	12	5/8	5/8	4/4	2	1		I		d	VII		I		I							M	1	0	0, 4, 1		0	0
12	12	3/4	3/4	4/4	2	1		ii6		d	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
13	13	0	0	4/4	2	1		V/vi|HC}		d	VII		V/vi		V				vi	HC	}	M	1	0	4, 8, 5		4	4
13	13	3/8	3/8	4/4	2	1		V65/vi{		d	VII		V65/vi		V		65		vi		{	Mm7	1	0	8, 5, 2, 4		4	8
13	13	1/2	1/2	4/4	2	1		vi		d	VII		vi		vi							m	1	0	3, 0, 4		3	3
13	13	7/8	7/8	4/4	2	1		ii7(9)		d	VII		ii7(9)		ii		7	9				mm7	1	0	2, -1, 3, 0	4	2	2
14	14	0	0	4/4	2	1		V65		d	VII		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
14	14	1/8	1/8	4/4	2	1		V		d	VII		V		V							M	1	0	1, 5, 2		1	1
14	14	1/4	1/4	4/4	2	1		ii		d	VII		ii		ii							m	1	0	2, -1, 3		2	2
14	14	3/8	3/8	4/4	2	1		V65		d	VII		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
14	14	1/2	1/2	4/4	2	1		I		d	VII		I		I							M	1	0	0, 4, 1		0	0
14	14	11/16	11/16	4/4	2	1		V/ii		d	VII		V/ii		V				ii			M	1	0	3, 7, 4		3	3
14	14	3/4	3/4	4/4	2	1		V2/ii		d	VII		V2/ii		V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
15	15	0	0	4/4	2	1		i/ii		d	VII		i/ii		i				ii			m	1	0	2, -1, 3		2	2
15	15	1/8	1/8	4/4	2	1		iv6/ii		d	VII		iv6/ii		iv		6		ii			m	1	0	-2, 2, 1		1	-2
15	15	1/4	1/4	4/4	2	1		ii%65/ii	vii%65/IV	d	VII		ii%65/ii		ii	%	65		ii			%7	1	0	1, -2, 2, 4		4	1
15	15	1/2	1/2	4/4	2	1		ii	vi/IV	d	VII		ii		ii							m	1	0	2, -1, 3		2	2
15	15	3/4	3/4	4/4	2	1		III.ii7		d	III		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
16	16	0	0	4/4	2	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
16	16	1/4	1/4	4/4	2	1		V(64)		d	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
16	16	1/2	1/2	4/4	2	1		V7(13^2)		d	III		V7(13^2)		V		7	13^2				Mm7	1	0	1, 3, 2, -1	4	1	1
16	16	3/4	3/4	4/4	2	1		V		d	III		V		V							M	1	0	1, 5, 2		1	1
17	17	0	0	4/4	2	1		I(9)|IAC}		d	III		I(9)		I			9		IAC	}	M	1	0	0, 4, 1	2	0	0
17	17	1/8	1/8	4/4	2	1		{		d	III										{		1	0				
17	17	1/4	1/4	4/4	2	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
17	17	1/2	1/2	4/4	2	1		V7(4)		d	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
17	17	5/8	5/8	4/4	2	1		V		d	III		V		V							M	1	0	1, 5, 2		1	1
17	17	3/4	3/4	4/4	2	1		vi7(9)		d	III		vi7(9)		vi		7	9				mm7	1	0	3, 0, 4, 1	5	3	3
17	17	7/8	7/8	4/4	2	1		vi7		d	III		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
18	18	0	0	4/4	2	1		ii65		d	III		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
18	18	1/4	1/4	4/4	2	1		V7		d	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
18	18	3/8	3/8	4/4	2	1		V7(9)		d	III		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
18	18	1/2	1/2	4/4	2	1		I(13974)}		d	III		I(13974)		I			13974			}	M	1	0	0, -1, 1	3, 2, 5	0	0
18	18	5/8	5/8	4/4	2	1		I		d	III		I		I							M	1	0	0, 4, 1		0	0
18	18	7/8	7/8	4/4	2	1		vi{		d	III		vi		vi						{	m	1	0	3, 0, 4		3	3
19	19	0	0	4/4	2	1		ii7		d	III		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
19	19	5/8	5/8	4/4	2	1		IM65		d	III		IM65		I	M	65					MM7	1	0	4, 1, 5, 0		0	4
19	19	11/16	11/16	4/4	2	1		ii65		d	III		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
19	19	3/4	3/4	4/4	2	1		IM65		d	III		IM65		I	M	65					MM7	1	0	4, 1, 5, 0		0	4
19	19	7/8	7/8	4/4	2	1		ii7		d	III		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
20	20	1/8	1/8	4/4	2	1		IM65		d	III		IM65		I	M	65					MM7	1	0	4, 1, 5, 0		0	4
20	20	1/4	1/4	4/4	2	1		IVM7		d	III		IVM7		IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
20	20	1/2	1/2	4/4	2	1		V|HC}		d	III		V		V					HC	}	M	1	0	1, 5, 2		1	1
21	21	0	0	4/4	2	1		bII.I6{		d	bII		I6		I		6				{	M	1	0	4, 1, 0		0	4
21	21	1/4	1/4	4/4	2	1		I		d	bII		I		I							M	1	0	0, 4, 1		0	0
21	21	1/2	1/2	4/4	2	1		V7(4)		d	bII		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
21	21	5/8	5/8	4/4	2	1		V7		d	bII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
21	21	3/4	3/4	4/4	2	1		vi(9)		d	bII		vi(9)		vi			9				m	1	0	3, 0, 4	5	3	3
21	21	7/8	7/8	4/4	2	1		vi		d	bII		vi		vi							m	1	0	3, 0, 4		3	3
22	22	0	0	4/4	2	1		ii6		d	bII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
22	22	1/8	1/8	4/4	2	1		ii65		d	bII		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
22	22	1/4	1/4	4/4	2	1		V(4)		d	bII		V(4)		V			4				M	1	0	1, 0, 2		1	1
22	22	3/8	3/8	4/4	2	1		V7(9)		d	bII		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
22	22	1/2	1/2	4/4	2	1		I(9764)}		d	bII		I(9764)		I			9764			}	M	1	0	0, -1, 3	2, 5	0	0
22	22	5/8	5/8	4/4	2	1		I(6)		d	bII		I(6)		I			6				M	1	0	0, 4, 3		0	0
22	22	3/4	3/4	4/4	2	1		I		d	bII		I		I							M	1	0	0, 4, 1		0	0
22	22	7/8	7/8	4/4	2	1		{		d	bII										{		1	0				
23	23	0	0	4/4	2	1		ii7		d	bII		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
23	23	5/8	5/8	4/4	2	1		I6		d	bII		I6		I		6					M	1	0	4, 1, 0		0	4
23	23	11/16	11/16	4/4	2	1		IV		d	bII		IV		IV							M	1	0	-1, 3, 0		-1	-1
23	23	3/4	3/4	4/4	2	1		I6		d	bII		I6		I		6					M	1	0	4, 1, 0		0	4
23	23	7/8	7/8	4/4	2	1		IV		d	bII		IV		IV							M	1	0	-1, 3, 0		-1	-1
24	24	1/4	1/4	4/4	2	1		viio6		d	bII		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
24	24	3/8	3/8	4/4	2	1		V7(6)		d	bII		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
24	24	1/2	1/2	4/4	2	2		vi(94)		d	bII		vi(94)		vi			94				m	1	0	3, 2, 4	5	3	3
24	24	5/8	5/8	4/4	2	1		vi		d	bII		vi		vi							m	1	0	3, 0, 4		3	3
24	24	7/8	7/8	4/4	2	1		iii7		d	bII		iii7		iii		7					mm7	1	0	4, 1, 5, 2		4	4
25	25	0	0	4/4	2	1		IV		d	bII		IV		IV							M	1	0	-1, 3, 0		-1	-1
25	25	1/4	1/4	4/4	2	1		viio6		d	bII		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
25	25	3/8	3/8	4/4	2	1		V7(6)		d	bII		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
25	25	1/2	1/2	4/4	2	1		vi(94)		d	bII		vi(94)		vi			94				m	1	0	3, 2, 4	5	3	3
25	25	5/8	5/8	4/4	2	1		vi		d	bII		vi		vi							m	1	0	3, 0, 4		3	3
25	25	7/8	7/8	4/4	2	1		iii7		d	bII		iii7		iii		7					mm7	1	0	4, 1, 5, 2		4	4
26	26	0	0	4/4	2	1		IV		d	bII		IV		IV							M	1	0	-1, 3, 0		-1	-1
26	26	3/4	3/4	4/4	2	1		ii43(6)		d	bII		ii43(6)		ii		43	6				mm7	1	0	5, 0, 2, -1		2	5
26	26	13/16	13/16	4/4	2	1		ii43		d	bII		ii43		ii		43					mm7	1	0	3, 0, 2, -1		2	3
26	26	7/8	7/8	4/4	2	1		i.It6(+b6)	i.V7(6)/bII	d	i		It6(+b6)	It	vii	o	6	+b6b3	V			It	1	1	-4, 0, 6	-5	6	-4
27	27	0	0	4/4	2	1		V(6)}		d	i		V(6)		V			6			}	M	1	1	1, 5, -3		1	1
27	27	1/16	1/16	4/4	2	1		V|HC		d	i		V		V					HC		M	1	1	1, 5, 2		1	1
27	27	1/8	1/8	4/4	2	1		{		d	i										{		1	1				
27	27	1/4	1/4	4/4	2	1		V6		d	i		V6		V		6					M	1	1	5, 2, 1		1	5
27	27	3/8	3/8	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
27	27	1/2	1/2	4/4	2	1		ii7/V	viio6(2)/V	d	i		ii7/V		ii		7		V			mm7	1	1	3, 0, 4, 1		3	3
27	27	5/8	5/8	4/4	2	1		V7(+4)/V		d	i		V7(+4)/V		V		7	+4	V			Mm7	1	1	2, 6, 3, 0	1	2	2
27	27	3/4	3/4	4/4	2	1		IM65/V		d	i		IM65/V		I	M	65		V			MM7	1	1	5, 2, 6, 1		1	5
27	27	7/8	7/8	4/4	2	1		V7(6)		d	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
28	28	0	0	4/4	2	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
28	28	1/8	1/8	4/4	2	1		VI6		d	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
28	28	1/4	1/4	4/4	2	1		Ger6(0)		d	i		Ger6(0)	Ger	vii	o	65	b30	V			Ger	1	1	-4, 0, -3, 6		6	-4
28	28	3/8	3/8	4/4	2	1		V7(9)		d	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
28	28	1/2	1/2	4/4	2	1		#viio65	V43(9)	d	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
28	28	5/8	5/8	4/4	2	1		V6		d	i		V6		V		6					M	1	1	5, 2, 1		1	5
28	28	3/4	3/4	4/4	2	1		V(+6)		d	i		V(+6)		V			+6				M	1	1	1, 5, 2	-3	1	1
28	28	7/8	7/8	4/4	2	1		viio6/V		d	i		viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
29	29	0	0	4/4	2	1		V65/VII		d	i		V65/VII		V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
29	29	1/4	1/4	4/4	2	1		V65(9)/VII		d	i		V65(9)/VII		V		65	9	VII			Mm7	1	1	3, 0, -3, -1	1	-1	3
29	29	3/8	3/8	4/4	2	1		V65/VII		d	i		V65/VII		V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
29	29	1/2	1/2	4/4	2	1		VII(4)		d	i		VII(4)		VII			4				M	1	1	-2, -3, -1		-2	-2
29	29	5/8	5/8	4/4	2	1		V2/III		d	i		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
29	29	3/4	3/4	4/4	2	1		V(6)/III		d	i		V(6)/III		V			6	III			M	1	1	-2, 2, 1		-2	-2
29	29	7/8	7/8	4/4	2	1		V65/VI		d	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
30	30	0	0	4/4	2	1		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
30	30	1/4	1/4	4/4	2	1		i64	V(64)	d	i		i64		i		64					m	1	1	1, 0, -3		0	1
30	30	3/8	3/8	4/4	2	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
30	30	7/16	7/16	4/4	2	1		V64		d	i		V64		V		64					M	1	1	2, 1, 5		1	2
30	30	1/2	1/2	4/4	2	1		ii		d	i		ii		ii							m	1	1	2, -1, 3		2	2
30	30	5/8	5/8	4/4	2	1		V7(4)		d	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
30	30	3/4	3/4	4/4	2	1		i64	V(64)	d	i		i64		i		64					m	1	1	1, 0, -3		0	1
30	30	7/8	7/8	4/4	2	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
31	31	0	0	4/4	2	1		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
31	31	1/4	1/4	4/4	2	1		i64	V(64)	d	i		i64		i		64					m	1	1	1, 0, -3		0	1
31	31	3/8	3/8	4/4	2	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
31	31	7/16	7/16	4/4	2	1		V64		d	i		V64		V		64					M	1	1	2, 1, 5		1	2
31	31	1/2	1/2	4/4	2	1		ii		d	i		ii		ii							m	1	1	2, -1, 3		2	2
31	31	5/8	5/8	4/4	2	1		V7(4)		d	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
31	31	3/4	3/4	4/4	2	1		i64	V(64)	d	i		i64		i		64					m	1	1	1, 0, -3		0	1
31	31	7/8	7/8	4/4	2	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
32	32	0	0	4/4	2	1		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
32	32	1/4	1/4	4/4	2	1		ii%7		d	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
32	32	1/2	1/2	4/4	2	1		VII		d	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
32	32	3/4	3/4	4/4	2	1		IIIM7		d	i		IIIM7		III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
33	33	0	0	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
33	33	3/8	3/8	4/4	2	1		iv7		d	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
33	33	1/2	1/2	4/4	2	1		ii		d	i		ii		ii							m	1	1	2, -1, 3		2	2
33	33	3/4	3/4	4/4	2	1		V(94)		d	i		V(94)		V			94				M	1	1	1, 0, 2	-4	1	1
33	33	7/8	7/8	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
33	33	15/16	15/16	4/4	2	1		#viio65		d	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
34	34	0	0	4/4	2	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
34	34	1/8	1/8	4/4	2	1		V2		d	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
34	34	1/4	1/4	4/4	2	1		V64		d	i		V64		V		64					M	1	1	2, 1, 5		1	2
34	34	3/8	3/8	4/4	2	1		V7(4)		d	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
34	34	1/2	1/2	4/4	2	1		IV2	V43(6)	d	i		IV2		IV		2					Mm7	1	1	-3, -1, 3, 0		-1	-3
34	34	5/8	5/8	4/4	2	1		i(#6)		d	i		i(#6)		i			#6				m	1	1	0, -3, 1	3	0	0
34	34	3/4	3/4	4/4	2	1		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
34	34	7/8	7/8	4/4	2	1		iv6		d	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
35	35	1/8	1/8	4/4	2	1		iii7/III		d	i		iii7/III		iii		7		III			mm7	1	1	1, -2, 2, -1		1	1
35	35	1/4	1/4	4/4	2	1		ii6/III		d	i		ii6/III		ii		6		III			m	1	1	-4, 0, -1		-1	-4
35	35	3/8	3/8	4/4	2	1		V7(9)/III		d	i		V7(9)/III		V		7	9	III			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
35	35	1/2	1/2	4/4	2	1		IV7/v	V7/iv	d	i		IV7/v		IV		7		v			Mm7	1	1	0, 4, 1, -2		0	0
35	35	5/8	5/8	4/4	2	1		V/v		d	i		V/v		V				v			M	1	1	2, 6, 3		2	2
35	35	3/4	3/4	4/4	2	1		v		d	i		v		v							m	1	1	1, -2, 2		1	1
35	35	7/8	7/8	4/4	2	1		iv6		d	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
36	36	0	0	4/4	2	1		i	V/iv	d	i		i		i							m	1	1	0, -3, 1		0	0
36	36	1/8	1/8	4/4	2	1		iv		d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
36	36	1/4	1/4	4/4	2	1		iv6(9)		d	i		iv6(9)		iv		6	9				m	1	1	-4, 0, -1	1	-1	-4
36	36	3/8	3/8	4/4	2	1		IV7/v	V7/iv	d	i		IV7/v		IV		7		v			Mm7	1	1	0, 4, 1, -2		0	0
36	36	1/2	1/2	4/4	2	1		V/v		d	i		V/v		V				v			M	1	1	2, 6, 3		2	2
36	36	5/8	5/8	4/4	2	1		v		d	i		v		v							m	1	1	1, -2, 2		1	1
36	36	3/4	3/4	4/4	2	1		iv.IV		d	iv		IV		IV							M	1	1	-1, 3, 0		-1	-1
36	36	7/8	7/8	4/4	2	1		V(9)		d	iv		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
37	37	0	0	4/4	2	1		i		d	iv		i		i							m	1	1	0, -3, 1		0	0
37	37	1/8	1/8	4/4	2	1		i6		d	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
37	37	1/4	1/4	4/4	2	1		V(4)		d	iv		V(4)		V			4				M	1	1	1, 0, 2		1	1
37	37	3/8	3/8	4/4	2	1		V7		d	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	5/8	5/8	4/4	2	1		i|PAC}		d	iv		i		i					PAC	}	m	1	1	0, -3, 1		0	0
38	38	1/8	1/8	4/4	2	1		{		d	iv										{		1	1				
38	38	3/8	3/8	4/4	2	1		i(4)		d	iv		i(4)		i			4				m	1	1	0, -1, 1		0	0
38	38	1/2	1/2	4/4	2	1		V(4)		d	iv		V(4)		V			4				M	1	1	1, 0, 2		1	1
38	38	5/8	5/8	4/4	2	1		V		d	iv		V		V							M	1	1	1, 5, 2		1	1
38	38	3/4	3/4	4/4	2	1		i(#7)		d	iv		i(#7)		i			#7				m	1	1	0, -3, 1	5	0	0
38	38	7/8	7/8	4/4	2	1		i		d	iv		i		i							m	1	1	0, -3, 1		0	0
39	39	0	0	4/4	2	1		vii%65/III	ii%65	d	iv		vii%65/III		vii	%	65		III			%7	1	1	-1, -4, 0, 2		2	-1
39	39	1/4	1/4	4/4	2	1		V/III		d	iv		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
39	39	1/2	1/2	4/4	2	1		IIIM7		d	iv		IIIM7		III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
39	39	3/4	3/4	4/4	2	1		VI		d	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
40	40	0	0	4/4	2	1		ii%7	vii%7/III	d	iv		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
40	40	3/4	3/4	4/4	2	1		III		d	iv		III		III							M	1	1	-3, 1, -2		-3	-3
40	40	7/8	7/8	4/4	2	1		iv64		d	iv		iv64		iv		64					m	1	1	0, -1, -4		-1	0
41	41	0	0	4/4	2	1		ii%7		d	iv		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
41	41	1/4	1/4	4/4	2	1		iv43		d	iv		iv43		iv		43					mm7	1	1	0, -3, -1, -4		-1	0
41	41	3/8	3/8	4/4	2	1		VI		d	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
41	41	1/2	1/2	4/4	2	1		i.#viio7		d	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
41	41	5/8	5/8	4/4	2	1		V7(b3)		d	i		V7(b3)		V		7	b3				Mm7	1	1	1, -2, 2, -1		1	1
